,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,potiskum,11.7091,11.0694,301.01,54,97,4.1,NG,1624159152
369,port macquarie,-31.4333,152.9167,291.42,73,84,7.28,AU,1624159152
370,shenjiamen,29.9576,122.298,293.19,89,100,5.4,CN,1624159152
371,baghdad,33.3406,44.4009,299.1,29,0,4.63,IQ,1624159153
372,el alto,-4.2714,-81.2147,291.85,86,36,5.64,PE,1624159154
373,sao miguel do araguaia,-13.275,-50.1628,297.41,46,21,1.63,BR,1624159154
374,langres,47.8333,5.3333,289.62,98,99,3.2,FR,1624159154
375,palauig,15.435,119.9045,303.13,72,93,3.83,PH,1624159155
376,soanierana ivongo,-16.9167,49.5833,294.08,85,71,3.74,MG,1624159155
377,nokaneng,-19.6667,22.2667,287.79,56,71,4.46,BW,1624159156
378,pangnirtung,66.1451,-65.7125,277.98,89,100,1.48,CA,1624159157
379,peru,40.7537,-86.0689,298.11,81,1,3.6,US,1624159158
380,sisimiut,66.9395,-53.6735,277.35,96,100,1.8,GL,1624159158
381,vestmannaeyjar,63.4427,-20.2734,279.5,76,8,10.03,IS,1624159159
382,pacific grove,36.6177,-121.9166,298.57,88,90,1.79,US,1624159145
383,la asuncion,11.0333,-63.8628,305.0,66,100,5.14,VE,1624159159
384,chifeng,42.2683,118.9636,299.25,26,10,8.47,CN,1624159008
385,port hedland,-20.3167,118.5667,299.18,34,1,5.66,AU,1624158870
386,ginir,7.1333,40.7,284.98,91,97,1.32,ET,1624159162
387,nanga eboko,4.6833,12.3667,292.18,99,63,0.63,CM,1624159162
388,lipari,38.4674,14.954,297.64,67,22,2.0,IT,1624159163
389,saint-pierre,-21.3393,55.4781,292.75,75,20,4.63,RE,1624158904
390,wanganui,-39.9333,175.05,286.26,90,100,5.36,NZ,1624159164
391,bang bo,13.5743,100.8353,307.16,55,20,5.66,TH,1624159164
392,sioux lookout,50.1001,-91.917,289.36,77,75,2.57,CA,1624159164
393,changli,39.7042,119.1506,304.79,23,5,3.4,CN,1624159165
394,abu dhabi,24.4667,54.3667,305.21,84,0,1.54,AE,1624159165
395,salalah,17.0151,54.0924,300.2,89,75,2.57,OM,1624159161
396,marsa matruh,31.3525,27.2453,294.92,80,0,4.65,EG,1624159166
397,namatanai,-3.6667,152.4333,302.12,68,91,1.48,PG,1624159167
398,new albany,38.2856,-85.8241,299.42,82,94,0.45,US,1624159167
399,vanavara,60.34,102.2797,294.02,61,70,1.26,RU,1624159168
400,santa fe,-31.6333,-60.7,283.15,77,0,0.89,AR,1624159029
401,jining,35.405,116.5814,306.39,25,66,3.19,CN,1624158733
402,mujiayingzi,42.1167,118.7833,298.74,26,11,8.21,CN,1624159169
403,scarborough,54.2797,-0.4044,284.22,88,100,3.76,GB,1624159134
404,gold coast,-28.0,153.4333,296.43,56,40,3.58,AU,1624159147
405,ostrovnoy,68.0531,39.5131,284.46,74,100,2.3,RU,1624159171
406,solnechnyy,50.7214,136.6319,295.27,29,91,3.57,RU,1624159172
407,libourne,44.9167,-0.25,290.43,95,50,1.04,FR,1624159172
408,astorga,-23.2325,-51.6656,288.37,96,98,4.36,BR,1624159173
409,aksarka,66.5606,67.7975,284.57,67,100,7.76,RU,1624159173
410,kenora,49.8167,-94.4337,292.14,77,75,2.06,CA,1624159173
411,rio gallegos,-51.6226,-69.2181,271.18,93,0,0.0,AR,1624159175
412,zakupne,49.1194,26.3376,290.29,96,40,2.91,UA,1624159175
413,high level,58.5169,-117.136,289.21,39,20,3.6,CA,1624159176
414,impfondo,1.6381,18.0667,295.26,86,26,0.42,CG,1624159177
415,usogorsk,63.4106,48.6872,284.59,62,20,1.95,RU,1624159178
416,namie,37.4833,141.0,297.99,86,100,2.32,JP,1624158903
417,buchanan,5.8808,-10.0467,297.92,85,100,2.09,LR,1624159161
418,san jeronimo,-11.9472,-75.2829,280.88,82,41,1.35,PE,1624159180
419,saint-joseph,-21.3667,55.6167,292.15,75,48,5.9,RE,1624159180
420,sarkand,45.41,79.9186,284.78,87,100,4.28,KZ,1624159003
421,oranjemund,-28.55,16.4333,293.11,35,64,1.81,NA,1624159181
422,christchurch,-43.5333,172.6333,282.05,97,75,0.89,NZ,1624158737
423,stockerau,48.383,16.1996,295.57,75,77,1.7,AT,1624159182
424,dobarlau,45.7333,25.8833,288.47,84,99,0.21,RO,1624159182
425,nguruka,-5.1092,31.0419,289.35,62,43,2.1,TZ,1624159183
426,mitrofanovka,49.9708,39.6939,288.49,77,5,4.13,RU,1624159183
427,san fernando,15.0286,120.6898,305.45,48,98,4.42,PH,1624159184
428,nelson bay,-32.7167,152.15,287.47,95,81,8.92,AU,1624159047
429,orocue,4.7912,-71.3354,297.08,95,100,2.15,CO,1624159184
430,pandan,14.0453,124.1694,304.92,63,100,3.64,PH,1624159185
431,hillsborough,37.5741,-122.3794,300.72,75,20,1.34,US,1624159185
432,devavanya,47.0333,20.9667,290.16,88,0,1.32,HU,1624159186
433,valdivia,-39.8142,-73.2459,273.2,97,88,0.83,CL,1624159186
434,banda aceh,5.5577,95.3222,300.87,79,100,4.77,ID,1624158946
435,mana,5.6592,-53.7767,298.64,85,25,3.76,GF,1624159187
436,ballater,57.0493,-3.0402,284.13,97,84,1.52,GB,1624159187
437,krasnoselkup,65.7,82.4667,280.33,79,100,5.73,RU,1624159188
438,esmeraldas,-19.7625,-44.3139,287.63,92,0,2.67,BR,1624159019
439,necochea,-38.5473,-58.7368,279.87,77,97,2.72,AR,1624159129
440,nome,64.5011,-165.4064,293.77,58,1,3.09,US,1624159189
441,mizan teferi,6.9833,35.5833,288.71,99,100,0.79,ET,1624159190
442,sironko,1.2313,34.2477,289.86,78,52,1.74,UG,1624159190
443,palestine,31.9216,35.2033,288.83,93,0,0.9,PS,1624159190
444,saldanha,-33.0117,17.9442,290.83,50,0,3.98,ZA,1624159191
445,filadelfia,39.9523,-75.1638,295.48,85,40,0.45,US,1624159191
446,drabiv,49.963,32.1529,291.49,91,99,5.47,UA,1624159192
447,kasongo-lunda,-6.4667,16.8167,290.02,44,0,0.65,CD,1624159192
448,vilhena,-12.7406,-60.1458,295.84,59,99,1.38,BR,1624159192
449,douentza,14.9951,-2.9517,303.42,45,87,0.03,ML,1624159193
450,goundi,9.3627,17.366,296.62,84,100,1.86,TD,1624159193
451,bokhan,53.153,103.7714,298.16,42,9,2.62,RU,1624159194
452,sarangani,5.4033,125.4636,302.03,71,100,4.29,PH,1624159194
453,quelimane,-17.8786,36.8883,293.12,94,75,4.63,MZ,1624159195
454,pangkalanbuun,-2.6833,111.6167,296.62,98,100,0.38,ID,1624159103
455,shahreza,32.0339,51.8794,295.61,12,0,1.24,IR,1624159195
456,ambositra,-20.5167,47.25,284.5,94,93,2.09,MG,1624159196
457,wanxian,30.8039,108.3897,295.24,88,95,1.68,CN,1624159196
458,terrace,54.5163,-128.6035,296.1,46,20,5.14,CA,1624159198
459,waddan,29.1614,16.139,296.63,36,0,2.48,LY,1624159198
460,jalu,29.0331,21.5482,295.52,48,0,3.41,LY,1624159198
461,cayenne,4.9333,-52.3333,300.98,82,20,1.79,GF,1624159139
462,ostersund,63.1792,14.6357,281.4,100,40,1.54,SE,1624159199
463,urucui,-7.2294,-44.5561,297.2,46,0,2.39,BR,1624159200
464,los llanos de aridane,28.6585,-17.9182,290.01,79,40,4.63,ES,1624159117
465,valparaiso,-33.0393,-71.6273,285.64,81,0,2.06,CL,1624159016
466,tabou,4.423,-7.3528,298.05,88,100,3.38,CI,1624159017
467,mandalgovi,45.7625,106.2708,295.56,26,99,2.66,MN,1624159169
468,otradnoye,59.7775,30.8181,294.18,71,0,2.57,RU,1624158989
469,yarim,14.298,44.3779,289.46,22,94,2.13,YE,1624159148
470,parkes,-33.1333,148.1833,286.93,56,3,3.29,AU,1624159000
471,dong hoi,17.4833,106.6,306.96,52,76,5.26,VN,1624159041
472,suntar,62.1444,117.6319,303.15,30,9,3.49,RU,1624159204
473,vardo,70.3705,31.1107,280.08,84,95,1.49,NO,1624159204
474,tabuk,17.4189,121.4443,306.92,44,78,1.62,PH,1624159205
475,lasa,46.6166,10.7002,292.85,89,7,0.92,IT,1624159084
476,daru,-9.0763,143.2092,300.68,67,23,6.28,PG,1624159092
477,carballo,43.213,-8.691,287.9,92,97,4.15,ES,1624159079
478,tondon,10.3667,-13.35,296.45,94,100,0.79,GN,1624159207
479,waikuku,-43.3,172.6833,282.64,94,100,1.34,NZ,1624159207
480,cabanas,22.9758,-82.9219,300.41,88,96,3.03,CU,1624159208
481,tessalit,20.1986,1.0114,304.39,8,0,4.26,ML,1624159208
482,cheney,47.4874,-117.5758,301.16,31,20,4.63,US,1624159209
483,utete,-7.986,38.758,290.64,95,8,1.13,TZ,1624159209
484,sosnovo-ozerskoye,52.5249,111.5418,288.85,64,91,3.6,RU,1624159210
485,ocampo,21.65,-101.5,287.6,86,100,3.07,MX,1624159210
486,apiai,-24.5094,-48.8425,285.01,99,91,1.37,BR,1624159211
487,suba,10.8438,121.0102,302.05,72,91,5.24,PH,1624159211
488,miri,4.4148,114.0089,303.23,66,40,3.6,MY,1624159211
489,sosnovka,56.255,51.2842,294.25,72,1,2.81,RU,1624159212
490,okitipupa,6.5047,4.7839,296.52,98,82,0.75,NG,1624159212
491,acapulco,16.8634,-99.8901,299.15,83,100,1.34,MX,1624159213
492,barra de sao francisco,-18.755,-40.8908,291.62,87,100,0.77,BR,1624159213
493,fort wellington,6.4,-57.6,298.49,89,24,4.24,GY,1624159214
494,oksovskiy,62.6062,39.8984,289.24,69,91,2.17,RU,1624159214
495,traralgon,-38.1833,146.5333,288.62,83,86,1.92,AU,1624159141
496,angoche,-16.2325,39.9086,292.18,93,41,3.77,MZ,1624159215
497,klaksvik,62.2266,-6.589,281.66,88,96,6.44,FO,1624159215
498,longyan,25.1072,117.0225,306.05,56,97,2.81,CN,1624158480
499,zimovniki,47.1483,42.4633,291.71,55,2,6.0,RU,1624159117
500,coahuayana,18.7333,-103.6833,297.86,90,100,1.06,MX,1624159218
501,athabasca,54.7169,-113.2854,290.98,61,85,3.39,CA,1624159219
502,sovetskiy,61.3614,63.5842,281.01,56,100,9.12,RU,1624159073
503,manikling,6.8791,126.0606,304.1,68,100,2.12,PH,1624159220
504,chengde,40.9725,117.9361,300.88,28,1,5.38,CN,1624158656
505,mackay,-21.15,149.2,296.31,46,34,3.3,AU,1624159221
506,axim,4.8699,-2.2405,298.41,85,92,3.92,GH,1624159221
507,walvis bay,-22.9575,14.5053,291.68,39,1,1.54,NA,1624159139
508,phalia,32.4297,73.5775,306.26,41,0,3.93,PK,1624159088
509,gayeri,12.6497,0.4931,301.64,55,100,3.89,BF,1624159223
510,ambulu,-8.345,113.6058,301.85,67,17,1.28,ID,1624159223
511,iqaluit,63.7506,-68.5145,275.0,80,40,0.89,CA,1624159224
512,vargem grande do sul,-21.8322,-46.8936,291.23,59,70,1.96,BR,1624159093
513,west islip,40.7062,-73.3062,295.6,81,90,0.89,US,1624159224
514,sao felix do xingu,-6.6447,-51.995,297.0,69,62,0.86,BR,1624159092
515,yashkul,46.1711,45.3435,296.7,34,4,6.08,RU,1624159225
516,tahoua,14.8888,5.2692,304.37,40,80,4.86,NE,1624159183
517,aykhal,66.0,111.5,297.64,39,89,5.26,RU,1624159148
518,trairi,-3.2778,-39.2689,298.73,78,7,3.85,BR,1624159201
519,tairua,-37.0167,175.85,289.87,88,74,4.18,NZ,1624159227
520,beckley,37.7782,-81.1882,294.42,91,1,0.0,US,1624159161
521,acobamba,-11.3525,-75.6594,282.99,87,67,1.14,PE,1624159235
522,netrakona,24.8833,90.7167,299.06,88,100,3.74,BD,1624159235
523,genhe,50.7833,121.5167,290.31,64,86,5.32,CN,1624159236
524,charagua,-19.8,-63.2167,282.99,69,100,1.2,BO,1624159237
525,revelstoke,50.9832,-118.2023,288.16,88,90,4.12,CA,1624159237
526,bitung,1.4451,125.1824,302.62,68,62,3.68,ID,1624159238
527,dudinka,69.4058,86.1778,278.02,93,100,2.24,RU,1624159238
528,batagay-alyta,67.8006,130.4114,300.1,27,59,2.45,RU,1624159238
529,kinsale,51.7075,-8.5306,286.8,94,75,4.63,IE,1624159239
530,rabo de peixe,37.8,-25.5833,292.88,83,75,2.06,PT,1624159240
531,pafos,34.7667,32.4167,293.28,68,20,3.6,CY,1624159153
532,pitimbu,-7.4706,-34.8086,295.48,86,50,4.5,BR,1624159240
533,gornyy,55.1153,83.9059,282.48,70,100,3.6,RU,1624159241
534,marzuq,14.4,46.4667,297.53,44,86,2.56,YE,1624159241
535,guaymas,27.9333,-110.9,304.2,63,0,4.59,MX,1624159050
536,medea,36.2642,2.7539,288.4,59,100,1.3,DZ,1624159242
537,posevnaya,54.3006,83.3297,282.33,69,100,3.63,RU,1624159243
538,aginskoye,51.1,114.53,285.15,95,100,3.66,RU,1624159243
539,tarauaca,-8.1614,-70.7656,295.75,86,84,1.05,BR,1624159084
540,agua prieta,31.3,-109.5667,308.04,14,37,1.72,MX,1624159244
541,san juan,-31.5375,-68.5364,279.22,60,0,2.48,AR,1624159244
542,ola,59.5833,151.2833,286.1,65,90,3.07,RU,1624159245
543,ternate,0.8,127.4,301.35,74,50,2.15,ID,1624159245
