,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,zabrani,46.0667,21.55,290.02,89,3,2.53,RO,1624157466
363,harbin,45.75,126.65,292.12,68,99,4.08,CN,1624157194
364,alekseyevsk,57.8406,108.3492,299.35,32,100,2.17,RU,1624157467
365,kapoeta,4.7717,33.5903,294.8,85,97,1.11,SS,1624157467
366,zhigansk,66.7697,123.3711,297.46,41,68,1.07,RU,1624157468
367,oranjemund,-28.55,16.4333,293.11,35,64,1.81,NA,1624157407
368,mastung,29.7994,66.845,298.91,18,0,2.36,PK,1624157334
369,qaqortoq,60.7167,-46.0333,280.62,77,100,0.14,GL,1624157469
370,roald,62.5833,6.1333,286.02,87,90,5.14,NO,1624157470
371,bada,51.392,109.8717,294.01,44,14,3.2,RU,1624157471
372,jhawarian,32.3614,72.6228,307.24,33,0,5.4,PK,1624157271
373,gisborne,-38.6533,178.0042,288.12,92,100,2.33,NZ,1624157253
374,laguna,38.421,-121.4238,311.06,27,1,4.12,US,1624157192
375,khandyga,62.6667,135.6,303.64,23,75,1.89,RU,1624157472
376,auce,56.4598,22.9017,292.4,91,23,2.39,LV,1624157473
377,nizhnyaya omka,55.4338,74.9426,287.91,57,7,4.0,RU,1624157473
378,lodeynoye pole,60.726,33.5531,292.79,76,2,2.0,RU,1624157325
379,arandis,-22.4167,14.9667,293.49,25,2,8.97,NA,1624157474
380,ust-nera,64.5667,143.2,299.21,25,78,3.93,RU,1624157474
381,carutapera,-1.195,-46.02,296.7,93,56,2.5,BR,1624157475
382,hameenlinna,60.996,24.4643,292.34,77,0,2.8,FI,1624157475
383,el viejo,12.6633,-87.1672,299.89,82,98,1.93,NI,1624157476
384,la macarena,2.1837,-73.7849,295.13,99,100,0.43,CO,1624157476
385,la quinta,33.6634,-116.31,317.73,13,1,0.45,US,1624157430
386,kovdor,67.5662,30.4758,285.19,62,100,0.98,RU,1624157477
387,karoi,-16.8099,29.6925,282.07,78,0,2.51,ZW,1624157293
388,dali,25.7,100.1833,296.54,60,44,2.99,CN,1624157478
389,port hedland,-20.3167,118.5667,298.18,38,1,5.66,AU,1624157318
390,mingshui,36.7167,117.5,305.5,27,14,2.81,CN,1624157478
391,makakilo city,21.3469,-158.0858,300.2,64,90,3.09,US,1624157348
392,mahajanga,-15.7167,46.3167,292.16,59,20,2.06,MG,1624157479
393,pasni,25.2631,63.471,301.99,71,56,1.66,PK,1624157443
394,katangli,51.7102,143.2326,291.0,51,4,4.32,RU,1624157480
395,zaprudnya,56.5667,37.4333,291.5,81,3,1.4,RU,1624157481
396,loreto,22.2667,-101.9667,289.21,84,100,4.46,MX,1624157481
397,nautla,20.2167,-96.7833,300.29,87,100,4.86,MX,1624157482
398,sioux lookout,50.1001,-91.917,289.36,77,75,2.06,CA,1624157482
399,la palma,33.8464,-118.0467,304.24,69,1,2.68,US,1624157186
400,san angelo,31.4638,-100.437,305.27,40,1,0.89,US,1624157230
401,rockland,41.1668,-74.0496,294.59,93,99,0.99,US,1624157484
402,herve,50.6411,5.7961,292.32,87,100,5.51,BE,1624157485
403,cortez,37.3489,-108.5859,301.57,20,1,6.17,US,1624157486
404,lingao,19.9103,109.6859,307.65,51,40,7.58,CN,1624157486
405,russell,32.3502,-85.1999,297.75,90,75,4.12,US,1624157487
406,ust-kuyga,70.0167,135.6,302.84,20,91,0.43,RU,1624157487
407,bousse,12.6606,-1.8922,296.91,51,98,2.61,BF,1624157301
408,moose factory,51.2585,-80.6094,283.15,76,1,3.6,CA,1624157488
409,anderson,34.5334,-82.6499,295.67,96,40,0.45,US,1624157488
410,peniche,39.3558,-9.3811,290.22,92,96,8.77,PT,1624157209
411,watsa,3.0372,29.5355,289.1,97,99,0.52,CD,1624157204
412,shadegan,30.6497,48.6647,301.1,12,0,4.11,IR,1624157260
413,west wendover,40.7391,-114.0733,309.71,8,1,5.66,US,1624157490
414,bereda,43.2686,-7.5406,286.16,100,93,3.11,ES,1624157491
415,altay,47.8667,88.1167,293.13,56,100,1.68,CN,1624157303
416,ostrowiec swietokrzyski,50.9294,21.3853,290.85,96,2,2.28,PL,1624157492
417,mayumba,-3.432,10.6554,296.0,89,1,2.68,GA,1624157492
418,coquimbo,-29.9533,-71.3436,286.0,87,90,1.54,CL,1624157493
419,chodavaram,17.8333,82.95,304.06,66,99,2.36,IN,1624157494
420,fairview,40.8126,-73.999,294.71,76,90,3.13,US,1624157494
421,marica,-22.9194,-42.8186,294.18,86,8,5.07,BR,1624157495
422,kerugoya,-0.4989,37.2803,286.28,95,100,0.51,KE,1624157420
423,kavieng,-2.5744,150.7967,300.9,73,74,1.26,PG,1624157495
424,forest hills,42.9595,-85.4898,294.15,89,15,2.2,US,1624157496
425,coihaique,-45.5752,-72.0662,276.12,87,90,2.57,CL,1624157213
426,dax,43.75,-1.1667,291.16,98,45,1.54,FR,1624157497
427,the pas,53.8251,-101.2541,288.16,77,40,0.0,CA,1624157497
428,along,28.1667,94.7667,296.66,99,100,0.25,IN,1624157334
429,werda,-25.2667,23.2833,283.28,78,6,3.46,BW,1624157499
430,kahului,20.8947,-156.47,301.16,71,40,8.75,US,1624157499
431,la orilla,17.9833,-102.2333,298.53,88,100,1.97,MX,1624157500
432,laon,49.5667,3.6667,292.29,96,92,3.92,FR,1624157500
433,thompson,55.7435,-97.8558,282.24,93,90,4.12,CA,1624157500
434,leh,34.1667,77.5833,284.3,51,30,1.94,IN,1624157501
435,presidencia roque saenz pena,-26.7852,-60.4388,280.76,85,0,1.72,AR,1624157312
436,kemijarvi,66.7131,27.4306,282.65,85,100,1.33,FI,1624157502
437,adrar,20.5022,-10.0711,299.95,16,0,7.75,MR,1624157446
438,amuntai,-2.4177,115.2494,303.47,62,61,1.24,ID,1624157295
439,port-gentil,-0.7193,8.7815,298.4,80,91,6.97,GA,1624157503
440,lavrentiya,65.5833,-171.0,283.49,65,89,2.19,RU,1624157504
441,xuddur,4.1213,43.8894,293.03,84,100,7.45,SO,1624157504
442,dolni lutyne,49.8988,18.4282,293.58,89,0,2.24,CZ,1624157505
443,caxias,38.7031,-9.2767,290.9,82,75,0.89,PT,1624157505
444,kamaishi,39.2667,141.8833,299.68,69,100,3.76,JP,1624157505
445,nemuro,43.3236,145.575,282.39,98,100,6.51,JP,1624157506
446,fukue,32.6881,128.8419,299.35,53,0,3.6,JP,1624157506
447,tambacounda,13.7539,-13.7586,302.44,43,69,4.51,SN,1624157323
448,huarmey,-10.0681,-78.1522,292.34,85,61,3.8,PE,1624157409
449,tukrah,32.5341,20.5791,294.34,90,0,1.65,LY,1624157508
450,anadyr,64.75,177.4833,282.43,66,20,4.92,RU,1624157508
451,kristiansund,63.1115,7.732,284.51,87,90,1.03,NO,1624157508
452,kautokeino,69.0125,23.0412,282.15,78,99,4.93,NO,1624157509
453,hovd,48.0056,91.6419,297.24,24,95,1.94,MN,1624157260
454,praia da vitoria,38.7333,-27.0667,293.57,100,75,6.4,PT,1624157510
455,kokopo,-4.352,152.2633,302.29,68,92,3.51,PG,1624157510
456,eydhafushi,5.1033,73.0708,301.32,72,21,6.41,MV,1624157448
457,grindavik,63.8424,-22.4338,279.21,75,75,5.66,IS,1624157511
458,tucuman,-26.8241,-65.2226,281.15,87,90,0.0,AR,1624157511
459,horodnya,51.8909,31.5974,290.46,92,31,3.5,UA,1624157512
460,chum phae,16.5443,102.0992,305.76,47,59,3.26,TH,1624157512
461,mildura,-34.2,142.15,286.52,71,40,3.6,AU,1624157253
462,lensk,60.7253,114.9278,301.75,31,30,3.85,RU,1624157463
463,derzhavinsk,51.1,66.3167,288.15,77,100,4.65,KZ,1624157514
464,matara,5.9485,80.5353,301.6,72,32,5.8,LK,1624157514
465,yamada,39.4667,141.95,296.34,70,97,1.85,JP,1624157515
466,lodwar,3.1191,35.5973,297.5,60,97,4.94,KE,1624157371
467,voh,-20.9667,164.7,297.8,61,66,3.81,NC,1624157516
468,bokoro,12.3807,17.0568,301.79,57,50,5.82,TD,1624157516
469,berlevag,70.8578,29.0864,280.75,81,92,1.28,NO,1624157516
470,bilibino,68.0546,166.4372,287.67,49,100,2.88,RU,1624157517
471,camacari,-12.6975,-38.3242,299.02,94,7,1.28,BR,1624157518
472,dwarka,22.2394,68.9678,302.34,72,100,8.56,IN,1624157236
473,nekrasovskoye,57.6766,40.3657,293.09,77,0,0.0,RU,1624157518
474,krasnoselkup,65.7,82.4667,280.33,79,100,5.73,RU,1624157519
475,shubarkuduk,49.1447,56.4872,295.47,45,0,3.03,KZ,1624157519
476,kholodnyy,62.7167,147.95,294.52,35,99,1.95,RU,1624157520
477,las palmas,28.4204,-14.0131,290.59,72,64,7.2,ES,1624157268
478,nandu,22.8525,110.8233,306.12,61,100,3.45,CN,1624157521
479,bonthe,7.5264,-12.505,298.54,87,100,3.98,SL,1624157521
480,minggang,32.4586,114.0486,299.66,49,97,1.82,CN,1624157379
481,katobu,-4.9408,122.5276,297.39,92,100,2.23,ID,1624157523
482,severodvinsk,64.5635,39.8302,284.21,74,100,4.24,RU,1624157524
483,talcahuano,-36.7167,-73.1167,280.97,87,0,2.57,CL,1624157268
484,suleja,9.1758,7.1808,297.7,91,100,0.34,NG,1624157524
485,coutances,49.05,-1.4333,287.2,96,82,3.48,FR,1624157525
486,aswan,24.0934,32.907,299.31,22,0,3.93,EG,1624157525
487,motzorongo,18.6333,-96.7333,296.11,95,100,0.62,MX,1624157526
488,margate,51.3813,1.3862,288.32,98,98,0.89,GB,1624157526
489,mana,5.6592,-53.7767,298.64,85,25,3.76,GF,1624157527
490,bardiyah,31.7561,25.0865,294.85,81,0,4.58,LY,1624157527
491,moron,-34.6534,-58.6198,281.47,96,0,0.73,AR,1624157323
492,simi,9.5667,-12.35,296.35,98,100,1.29,SL,1624157528
493,vilyuysk,63.7553,121.6247,303.94,34,11,1.4,RU,1624157529
494,nizwa,22.9333,57.5333,306.42,21,46,0.96,OM,1624157530
495,longfeng,46.55,125.1167,296.6,50,69,5.25,CN,1624157416
496,smolenskoye,52.3044,85.0781,283.53,96,100,3.55,RU,1624157531
497,sakaraha,-22.9,44.5333,287.31,83,0,1.78,MG,1624157532
498,talakan,50.3167,130.3667,297.24,42,100,3.55,RU,1624157532
499,otjimbingwe,-22.35,16.1333,287.6,40,2,3.99,NA,1624157408
500,puerto escondido,15.85,-97.0667,300.3,84,92,2.17,MX,1624157534
501,sistranda,63.7256,8.834,284.76,85,100,7.8,NO,1624157534
502,nioro,13.35,-15.75,298.37,66,50,3.01,GM,1624157535
503,bayan,46.0833,127.4,292.88,69,62,6.19,CN,1624157536
504,khowst,33.3833,69.8833,299.67,28,0,1.4,AF,1624157536
505,bambanglipuro,-7.95,110.2833,292.93,70,99,1.24,ID,1624157363
506,palora,-1.7,-77.9333,291.05,97,100,1.02,EC,1624157537
507,kulachi,31.9286,70.4592,309.81,25,0,4.11,PK,1624157537
508,baykit,61.67,96.37,298.55,39,8,3.96,RU,1624157538
509,escanaba,45.7453,-87.0646,290.13,72,90,2.06,US,1624157538
510,turinsk,58.0458,63.696,288.31,70,49,7.81,RU,1624157539
511,wanxian,30.8039,108.3897,295.24,88,95,1.68,CN,1624157539
512,cotonou,6.3654,2.4183,301.14,83,40,5.14,BJ,1624157298
513,sisimiut,66.9395,-53.6735,277.35,96,100,1.8,GL,1624157540
514,tabou,4.423,-7.3528,298.05,88,100,3.38,CI,1624157385
515,mayor pablo lagerenza,-19.9309,-60.7718,284.89,67,100,0.44,PY,1624157541
516,erenhot,43.6475,111.9767,299.13,16,92,4.33,CN,1624157415
517,kidal,18.4411,1.4078,305.35,29,30,4.38,ML,1624157451
518,bubaque,11.2833,-15.8333,299.3,78,96,7.41,GW,1624157543
519,pineville,31.3224,-92.4343,302.31,73,1,1.54,US,1624157543
520,holme,56.1138,10.1725,286.65,86,17,1.8,DK,1624157544
521,evensk,61.95,159.2333,284.35,65,88,1.53,RU,1624157544
522,qui nhon,13.7667,109.2333,307.1,52,77,4.35,VN,1624157474
523,sirohi,24.8833,72.8667,298.71,79,100,1.27,IN,1624157340
524,coromandel,-18.4733,-47.2003,288.98,64,0,2.1,BR,1624157337
525,ketchikan,55.3422,-131.6461,291.41,55,1,6.17,US,1624157546
526,praya,14.9215,-23.5087,295.45,78,20,3.09,CV,1624157546
527,sirnak,37.5228,42.4594,295.2,26,0,1.83,TR,1624157547
528,athboy,53.6186,-6.9206,286.61,98,100,2.59,IE,1624157547
529,prince rupert,54.3161,-130.3201,289.2,73,1,3.6,CA,1624157548
530,te anau,-45.4167,167.7167,280.53,69,9,1.35,NZ,1624157424
531,loukhi,66.0764,33.0381,283.62,84,100,3.28,RU,1624157549
532,biak,-0.9131,122.8766,301.16,69,88,1.8,ID,1624157549
533,lokomotivnyy,53.0118,60.5684,292.91,70,40,8.28,RU,1624157549
534,conceicao da barra,-18.5933,-39.7322,294.38,74,100,2.61,BR,1624157550
535,balkanabat,39.5108,54.3671,302.94,18,0,4.1,TM,1624157550
536,ovalle,-30.5983,-71.2003,285.49,77,0,0.95,CL,1624157551
537,honiara,-9.4333,159.95,302.15,70,80,2.09,SB,1624157552
538,mangai,-4.05,19.5333,292.94,51,12,0.84,CD,1624157293
539,fabriano,43.3406,12.9073,295.13,76,69,3.23,IT,1624157553
540,ciudad bolivar,8.1222,-63.5497,299.02,80,96,4.72,VE,1624157553
541,plouzane,48.3833,-4.6167,285.33,94,0,2.57,FR,1624157554
542,jumla,29.2747,82.1838,289.99,93,100,0.27,NP,1624157554
543,riyadh,24.6877,46.7219,298.23,16,0,3.6,SA,1624157555
544,okato,-39.2,173.8833,285.61,94,100,3.66,NZ,1624157555
545,havre-saint-pierre,50.2334,-63.5986,285.35,94,90,5.66,CA,1624157556
546,tezu,27.9167,96.1667,297.46,98,100,0.1,IN,1624157556
547,soyo,-6.1349,12.3689,296.0,89,28,2.73,AO,1624157360
548,yichun,47.7,128.9,293.07,49,100,5.0,CN,1624157161
549,pervouralsk,56.9053,59.9436,290.29,65,77,6.37,RU,1624157443
550,alugan,12.2188,125.4808,303.11,67,100,3.49,PH,1624157558
551,halifax,44.6453,-63.5724,290.05,92,100,1.34,CA,1624157291
552,bandar-e lengeh,26.5579,54.8807,304.21,79,0,2.06,IR,1624157559
553,alamosa,37.4695,-105.87,290.88,79,76,1.35,US,1624157559
554,savonlinna,61.8699,28.88,293.18,68,0,3.6,FI,1624157559
555,finschhafen,-6.6024,147.8681,301.39,71,87,4.57,PG,1624157560
556,camana,-16.6228,-72.7111,290.29,89,61,2.98,PE,1624157416
557,indian head,38.6001,-77.1622,297.89,94,75,0.0,US,1624157561
558,san carlos de bariloche,-41.1456,-71.3082,275.06,60,0,2.57,AR,1624157265
559,wadi musa,30.3222,35.4793,288.97,47,0,0.95,JO,1624157562
